title,conversation_id,phase,utterance_id,utterance_index,utterance_speaker,role,nontext,utterance_text,segment
The U.S. Drone Program is Fatally Flawed,18181,0,18181,0,John Donvan,mod,"{'applause': [[0, 16]]}","So I'd like welcome to the stage the Chairman of Intelligence Squared U.S., Mr. Robert Rosenkranz. Hi Bob. How are you?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18182,1,Robert Rosenkranz,host,{},I'm good.,-1
The U.S. Drone Program is Fatally Flawed,18181,0,18183,2,John Donvan,mod,{},"Good. Thank you. So at ""Nightline,"" we've always said sometimes we work on some stories for months, and then suddenly the day we put it on the air, something breaks that makes it very relevant. And we say, ""Well, the news gods have smiled on us today."" It's not in a happy way, but there's a real timing relevance to what we're doing tonight, isn't there?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18184,3,Robert Rosenkranz,host,{},"Yeah, of course there is. There's a presidential address this evening, and it concerns obviously Syria, where if there's any action taken at all, probably will involve drones. Drones are in active roles now in Yemen and Somalia. So it is an extremely timely issue.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18185,4,John Donvan,mod,{},"So looking at this argument, these two teams we know have actually lived this in ways that they'll reveal very, very directly. Some have sent them, and some have been near or close to the receiving end. The side that's arguing in support of drone warfare, actually, in our case, the side arguing against the motion, the side that is enforcing it and standing up for drone warfare, what arguments do they have going for them?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18186,5,Robert Rosenkranz,host,{},"Well, I think their best argument is that it has been highly effective. It has killed a lot of terrorists. And it does it in a very precise way because these unmanned aerial vehicles can provide surveillance for many, many hours, days, coordinate with other forms of intelligent cell phone intercepts and really identify targets to a degree of precision that no other weapon system can do. So it's very accurate. It minimizes collateral damage to civilians, does not eliminate it. And, of course, it keeps the U.S. operators many, many thousands of miles out of harm's way.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18187,6,John Donvan,mod,{},"And the side arguing against it, what do they have to put forward here?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18188,7,Robert Rosenkranz,host,{},"Well, I think their best point of view is that this just doesn't feel like conventional warfare. These are not soldiers on a battlefield. These are individuals on a kill list. They're targeted. They feel like assassinations. And it raises questions about the morality, about the legality, who is it that approves these targets, how are they vetted, how precise is that process? What are the legal safeguards around it? And particularly when the administration reserves the right to kill American citizens abroad with this program, it just shows how difficult and problematic the legal environment is around these issues.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18189,8,John Donvan,mod,"{'applause': [[0, 28]]}","And the nice thing about our debaters tonight, none of this is theoretical for them. So let's bring them out. And thanks to Bob Rosenkranz for that introduction.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18190,9,Robert Rosenkranz,host,{},Thank you.,-1
The U.S. Drone Program is Fatally Flawed,18181,0,18191,10,John Donvan,mod,"{'your': [[4, 136]], 'applause': [[0, 2], [1, 92], [4, 33]]}","Thanks, Bob. Also, as I mentioned, because we are a radio broadcast, there will be a few points in the evening when I want to encourage spontaneous applause. Laugh when we come back from breaks and things like that. I think you kind of caught it. If I give you one of these - - yeah, you all got it. I'm getting nods. Well, done without any training whatsoever. And I also, at this point, want to just ask for one more round of applause for Robert Rosenkranz who really made this all possible. The U.S. Air Force-- it's the agency that makes pilots. And in one recent 12-month period, it made 250 of them trained up to fly bombers and fighter jets. But that is versus the 350 who were trained during the same period to fly drones by remote control, never leaving the ground themselves. 350 drone pilots versus 250 traditional, clearly a trend that has good reasons behind it as the U.S. and especially the CIA sends these riderless aircraft week after week after al-Qaeda. But there's also a backlash against the drones and worries that the way we're using these weapons could come back to bite us. Well, this sounds like the makings of a debate. So let's have it. Yes or no to this statement: The U.S. drone program is fatally flawed, a debate from Intelligence Squared U.S. We're at the Kaufman Music Center in New York City. I'm John Donvan. We have four superbly qualified debaters, two against two, who will argue for and against this motion: The U.S. drone program is fatally flawed. As always, our debate will go in three rounds. And then the live audience votes to choose the winner. And only one side can win. Our motion is ""the U.S. drone program is fatally flawed."" And let's meet the team arguing for this motion, but first welcome, ladies and gentlemen, Ahmed Rashid. And, Ahmed, you are a journalist, you're a bestselling author. In your youth straight out of Cambridge you moved to Baluchistan in Pakistan and became a guerrilla fighter and a political organizer for 10 years. You came home with fewer teeth and a case of malaria. You then became a journalist and before September 11 you spent some time with the Taliban and wrote a book called ""Taliban: Militant Islam, Oil, and Fundamentalism in Central Asia."" It was a book that everybody wanted to read after September 11. According to the New York Times, when you wrote this book you, quote, ""wore out welcome with the Taliban,"" meaning that it wasn't exactly a fluff piece.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18192,11,Ahmed Rashid,for,{},"Well, that's not entirely true because there is and there always has been a peace lobby within the Taliban. And they do talk to me still, but the hardliners, I agree, don't like me very much.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18193,12,John Donvan,mod,{},"And thank you, Ahmed Rashid. And your partner is?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18194,13,Ahmed Rashid,for,{},Kael--,-1
The U.S. Drone Program is Fatally Flawed,18181,0,18195,14,John Donvan,mod,"{'laughter': [[0, 112]], 'applause': [[0, 11]]}","John Kael Weston, thank you. Ladies and gentlemen, John Kael Weston. Kael, you are also arguing that ""The U.S. drone program is fatally flawed."" You had a very interesting and unorthodox career in the State Department. You were there for 10 years. Seven of those years you were in Iraq and Afghanistan but you were not on a red carpet inside an embassy, you were in the dust with U.S. Marines. You were out there in the field more than any other State Department officer. Newsweek, Kael, called you a ""renegade diplomat"" in part because of this style in the field but also because you had some issues in dealing with authority. So this debate, you're up against a general and an admiral, both four stars. Are you a little intimidated by that?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18196,15,John Kael Weston,for,"{'laughter--': [[0, 5]]}","Not really, not because they're-- not because they're not great gentlemen, but, you know, I got star struck my first year and then realized that I would no more rather be with people in the military than with the gentlemen across the table but I have to say, that being said, you know, Ambassador Holbrooke used to remind me what Premier Clemenceau said about war, which is ""It's too important to leave to military men."" If they're feeling bad about that, they just need to Google what General Jack Rippersaid in response, which is even a better quote. So, thank you.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18197,16,John Donvan,mod,"{'applausedennis,': [[0, 46]], 'applause': [[0, 18]], 'laughter--': [[0, 108]]}","All right. We're going to come back to you to find out. Ladies and gentlemen, John Kael Weston. And our motion is ""The U.S. drone program is fatally flawed."" And here to argue against this motion, two debaters. First, ladies and gentlemen, please welcome Dennis Blair. you are a former director of National Intelligence, a retired four-star general in the Navy, sixth generation Naval officer in your family. You've commanded the United States Pacific Command. Words used about you pretty often include often ""cerebral, brainy, workaholic."" You're fluent in Russian. You're a Rhodes Scholar. But we've also heard that you once tried to waterski behind the Navy destroyer-- which tells us what about you?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18198,17,"Admiral Dennis Blair (USN, Ret.)",against,"{'laughter': [[0, 11]]}","Well, you can be over prepared for the task at hand.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18199,18,John Donvan,mod,"{'applause': [[0, 7]]}","Thank you, Dennis Blair, ladies and gentlemen. And, Dennis, your partner is?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18200,19,"Admiral Dennis Blair (USN, Ret.)",against,{},"One of the wise warriors of my generation in the armed forces, retired Air Force General Norty Schwartz.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18201,20,John Donvan,mod,"{'applause': [[0, 8]]}","Ladies and gentlemen, Martin Schwartz, General Martin Schwartz. Norton Schwartz, you're also taking this position against our motion. The motion is ""The U.S. drone program is fatally flawed."" You're arguing against it. You have only recently retired as the U.S. Air Force's top officer. You were chief of staff in 2012 after 39 years of service. You got interested in flying as a kid. You graduated from the Air Force Academy. As a command pilot, you have more than 4,400 hours under your belt. And it was under your leadership that actually the Air Force retooled significantly in the direction of drone aircraft remotely piloted aircraft. And I just want to know have you actually piloted one of the-- one of those riderless planes?",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18202,21,"General Norton Schwartz (USAF, Ret.)",against,{},"I have. And interestingly enough, it's harder than it looks. It's not a cartoon. The interesting thing, ladies and gentlemen, is that you don't have the sensations of flight that you actually have in an aircraft. And it makes a big difference.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18203,22,John Donvan,mod,{},So it's a different kind of pilot.,-1
The U.S. Drone Program is Fatally Flawed,18181,0,18204,23,"General Norton Schwartz (USAF, Ret.)",against,{},"Is it-- well, it is a different piloting experience for sure.",-1
The U.S. Drone Program is Fatally Flawed,18181,0,18205,24,John Donvan,mod,"{'applause': [[2, 73]], 'applauseso': [[0, 11]]}","Okay, thank you. Ladies and gentlemen, Norton Schwartz, General Norton Schwartz. as we said at the beginning, this is a debate. It's a contest. And in this contest only one side wins. And we have you, our live audience, make that choice. By the time the debate is over, we will have asked you to vote twice-- once before and once again after you've heard the arguments. And the way we decide victory here-- the team who has changed your percentage point-- your vote by the most percentage points will be declared our winner. So, let's go now to do the preliminary vote. You go to those keypads that are at your seat. And it's on the right hand-- right arm of your seat. You look at the motion-- I want to be careful, but there's kind of a negative built into this motion. The U.S. Drone Program is Fatally Flawed. This is the team that's taking that position. They're for that motion. If you agree with them at this point, push #1. If you take the opposite side-- which means that you're with this team, push #2. And if you're undecided, which is perfectly reasonable, push #3. And we'll lock the votes in a couple of seconds. If you pushed the wrong button, just correct yourself and the system will record your last vote. And you can ignore all of the other keys. And then you stick around to the end to the debate. We have you vote immediately. And then within about 90 seconds, we find out who has picked up the most percentage points. Okay. We're going to close those out now. Our motion is: The U.S. Drone Program is Fatally Flawed. Onto Round 1. Opening statements from each of our debaters in turn. They will be seven minutes each. First to speak-- John Kael Weston. He is a former State Department officer. He spent seven years in Iraq and Afghanistan as an advisor to U.S. Marine Combat Units. He is now a regular contributor to the Daily Beast. He's writing a book, due to be published in 2014. Ladies and gentlemen, John Kael Weston.",-1
