title,conversation_id,phase,utterance_id,utterance_index,utterance_speaker,role,nontext,utterance_text,segment
Google Violates its Don't Be Evil Motto,24367,0,24367,0,John Donvan,mod,"{'applause': [[0, 62], [0, 78]]}","Hello, everyone. Welcome to our fourth Intelligence Squared US debate of the season, I'm John Donvan, your moderator, and I just want to give you a preliminary introduction. We'll be doing a more formal introduction once the program begins... At this point our debaters and panelists are coming to the stage, I'd just like to welcome them with a round of applause. And I would further like to introduce the CEO of Intelligence Squared US, Mr. Robert Rosenkranz.",-1
Google Violates its Don't Be Evil Motto,24367,0,24368,1,Robert Rosenkranz,host,"{'applause': [[2, 105]]}","Greetings, welcome, thanks for being here. As is typical on these occasions I try to frame the evening's debate. And when you think about Google, I mean here's a company that was founded by two Stanford University graduate students just about 10 years ago. One of them was an immigrant to this country. They've created among them an enterprise that is basically the first place that almost everybody goes for information about anything, it's an extraordinary achievement. They've completely revolutionized the advertising industry by enabling advertisers to very efficiently reach the individuals they want to reach that are interested in their products... and it's the amounts- the sums that are paid by the advertisers that make these services possible for everybody else as well as having created enormous fortunes for the founders of the company and their shareholders. They've created a unique corporate culture, a corporate culture that is highly entrepreneurial, very inventive, embraces change, I mean it's an American dream kind of company. So, what's the debate, where's the other side of this equation. It comes in a number of categories, the first I would say is privacy. Google is so ubiquitous, if you put your telephone number in that little box, it comes up with your name and address. If you put your address in Google maps, it can show you a photograph of people going in and out of your building. If you've ever made a political contribution, it's on Google. Virtually every detail of anything you've ever published, everything that's ever been in print about you is part of a permanent record that can be accessed on Google. So, this sense of pervasiveness, the sense that Google knows so much about all of us, is worrisome to people, and with good reason. And then there are other issues involving personal freedom and you see that mostly in China, at least in terms of the news, where Google has been cooperating with the Chinese government in censorship of the Internet and maybe in other ways that we don't know about, so we think this is a motion where there's a lot to be said on both sides, we have an outstanding panel, and it's my pleasure to turn the evening over to John Donvan.",-1
Google Violates its Don't Be Evil Motto,24367,0,24369,2,John Donvan,mod,"{'pause': [[1, 137]], 'laughs': [[0, 159]], 'applause': [[0, 14], [1, 244]], 'warningtone': [[0, 138]], 'warningtonerepeats': [[0, 155]]}","Thank you, Robert, may I invite one more round of applause for Mr. Rosenkranz. Ladies and gentlemen, welcome to an Intelligence Squared US, Oxford-style debating, live from the Caspary Auditorium at the Rockefeller University. The motion before us tonight is, ""Google Violates it's ‘Don't Be Evil' Motto."" We will be hearing from two teams of three panelists each in debate. This debate will take place in three parts. There will be opening statements, followed by a round of direct debate among the panelists and that will also include questions from you the audience, and then we will have a brief period of summing up by each of the debaters. In the opening round they are each given seven minutes, and we will have a warning sound for each panelist as they approach minute six...it will sound like this- Clear? And at seven minutes, if the speaker has not finished speaking, it will sound like this. And on, and on... and on it will go. This is a contest, it's a contest of wit and logic and ideas and persuasion, and you the audience are the prize in that contest, you are the judges and your votes will determine who is the winner of the evening, and to that end we're asking all of you at this point, to express your point of view on the motion now, before having heard any of the actual debate and argument. You each have the keypad at your seat, if you agree with the motion that ""Google Violates its ‘Don't Do Evil' Motto,"" press button number 1, if you disagree press button number 2, and if you are undecided, press button number 3. I'll be sharing those results in a short time after we hear the opening round completed. Is everybody- Anybody need more time? All right. Restating once again...this Intelligence Squared US debate, our fourth debate in the series, the premise is, the motion is that ""Google Violates its ‘Don't Do Evil' Motto,"" and you may have noticed that Google itself is not represented on our panel tonight, suffice to say that, the company was made aware of this debate, and was invited to participate. Now, let's let the debating begin, we're going first to argue for the motion, Randal Picker, a professor of commercial law at the University of Chicago Law School, and a senior fellow at the Computation Institute of the University of Chicago, ladies and gentlemen, Randal Picker.",-1
Google Violates its Don't Be Evil Motto,24367,0,24370,3,Randal C. Picker,for,"{'laughter': [[1, 62], [3, 182]], 'applause': [[7, 113]], 'warningtone': [[6, 12]], 'warningtonerepeats': [[7, 108]]}","Thank you very much. I want to thank Intelligence Squared and the Rosenkranz Foundation for organizing what I think will be a fun and lively evening. So, the resolution before us is that ""Google Violates its ‘Don't Do Evil' Motto,"" I think it's important for us to frame that and understand what that means and what it doesn't mean. The question isn't whether Google is a great company. I think it is. I thought what Bob Rosenkranz said about it is exactly right, much to admire. The question isn't whether Google does more good than evil. I think it does. That's not the question either. The question's whether we can identify certain things which they do which we think are important to how Google operates, that are inconsistent with that motto. And I think we can. So we should start where that motto comes from. When Google was going to become a public company it filed its registration statement, if you haven't read those, they're remarkably dull. Not Google's. Google opens with an owner's manual for future Google shareholders. Page and Brin say, we're not an ordinary company, we're not gonna be an ordinary company. Get ready for the ride. Okay. Part of that is Google says, we're gonna live by a motto, and that model is, is we're not gonna be evil. Seemingly asking us to hold Google to a higher standard, they're very clear. There'll be times when they will sacrifice the short- run interests of Google for the public good. I don't think what's legal is the standard to evaluate for Google, Google asks us for something much more public-interested. Google then compares itself to newspapers. Well that's interesting, right, they seem to be on diverging paths but I think they thought there was some sense of a public trust associated with newspapers, and we should hold Google to that as well. That's what we're gonna try to do tonight. My piece of this is I'm going to focus on the heart of Google's business which is their advertising model. And I'm going to focus on the recent deal that was proposed between Google and Yahoo, where Yahoo was going to out-source a large chunk of its search-ad business to Google. I should say I consulted in connection with the opposition, so you can discount what I say as you wish. I should say we won, that's good news, because that deal has gone away, the Department of Justice suggested that they were going to challenge the deal in court...that was something clearly Google didn't want so they backed away from it. All right. Advertisers were opposed to the deal. Why were advertisers opposed. Advertisers believed that the deal and the core of the deal was if you think of search queries, there's a lot of common queries, there's a lot of unusual queries. The deal is going to out-source the long tail as it were, Chris Anderson's term of queries, away from Yahoo to Google. Advertisers were upset about that. Why. Well, advertisers believed that prices were going to go up because of that. Google's response to that was to say...we run auctions. We don't set prices. Advertisers set prices. We're just middlemen. That's not right, and I think Google knows better. I should say, I'm a Google Ad Words advertiser, so if you've not looked at the system, the way it works, you can set an account up very easily, pay five dollars to do so... I'm advertising, I thought I should understand how Ad Words works, so I'm advertising a paper that I wrote on anti-trust and privacy and cloud computing. I'm not sure who the second click has been, um- Okay. But you see how that works. You can click, and go. But the nature of this is that you bid on keyword terms, if you win the auction your ads are supposed to show up. Now Google understands that how you design auctions matters, there's a whole field of economics devoted to that. They gave William Vickery from Columbia a Nobel Prize for that. Google is designing its auctions in a way that takes advantage of its market power. Does that in three important ways. First, Google runs a system involving minimum bids. So cloud neutrality is one of the terms that I'm bidding on. You can run a search on cloud neutrality, I did yesterday. I know my ad is out there. It didn't show up, indeed no ads showed up, and indeed if you look at the statistics, 50 percent of the time when you run a search on Google, and they produce results, the organic search results, there are no ads next to it. Even though if you believe the comments, and as I say I'm one of these Ad Words ad-Ad Words advertisers, my ad is out there waiting to be served and even though the search that has been done, if they don't run an ad it's an opportunity to show an ad which is lost forever. So there was a chance for Google to get money there and yet they're not doing it. Why, because if very few people are bidding then I ought to be able to buy it for a very low price and Google's interest is not served by that. Google wants to make sure that there's a high enough minimum, they've been raising the minimums over time, such that Google meaningfully makes money on that. If you look at the blogs, people comment on this, they talk about bidding against the house, that's what they have to do. And Google has changed the terms in which they do that. Okay? That's an exercise in market power. I should say under current US anti-trust law one of the things I do for a living, I don't think that's illegal. Evil? Well, that's the resolution for the house tonight. That's one. Two. If you're an auctioneer, the way you exercise market power, is you control the number of slots. Right, you don't control prices, you control quantities. In Google's case that means how many slots are available on the right-and side next to the organic search results. Google controls that. Now you might think in a competitive model that we'd have some relationship between the number of ads on Yahoo and the number of ads on Google. Indeed the central premise of the Yahoo-Google deal was that Google does a better job of ad matching than Yahoo does. We should therefore expect Google to have more ads than Yahoo, just the opposite. Again, market power being exercised, not illegal, evil, you decide. Finally, third point. Google engages in a kind of bundling, so Google also organizes search for Ask and AOL. You can buy Google alone, you can't buy Ask and AOL alone. They are bundled together with Google. Right, advertisers would like to be able to advertise separately on those. Can't do it, they won't let you do that. Illegal under US law, EU law? Maybe, we'll see. Right? Evil, mmm, I think you can conclude. Now, why should we care about this. The importance of advertising is the way that advertising supports paid content. Right? You should care a lot about the kind of content that's out there, and to the extent that the middleman is making it more expensive for people to reach consumers, we're going to have less content because producers are effectively going to get a lower chunk of the advertising dollars. I'll stop there, thank you.",-1
Google Violates its Don't Be Evil Motto,24367,0,24371,4,John Donvan,mod,"{'applause': [[0, 86]]}","Thank you, Randy Picker. Our next speaker speaking against the motion in this US Intelligence Squared debate, Jim Harper, who...though arguing on this side is not somebody unconcerned about privacy, in fact when he was a consultant for the Department of Homeland Security he argued vociferously against the introduction of a national identity card on privacy grounds, as director of Information Policy Studios at the Cato Institute, he is our second speaker, speaking against the motion that ""Google Violates its ‘Don't Do Evil' Motto."" Jim Harper.",-1
Google Violates its Don't Be Evil Motto,24367,0,24372,5,Jim Harper,against,"{'laughter': [[0, 132], [0, 135], [2, 101], [2, 153]], 'applause': [[2, 179]]}","Ladies and gentlemen, it takes a lawyer to know a lawyer. And as a lawyer I want to point out what my colleague just did at the beginning of his talk, he redefined the question. The question tonight is whether ""Google Violates its ‘Don't Do Evil' Motto."" The question is whether Google is evil or not. And that's what I want to talk to you about, and I want to urge you to vote no on the resolution. To find that Google is evil, you have to find that people who cut in line are evil. You have to find that, bruised apples are evil. You have to find that flat tires are evil. These things are not evil. Evil is Hitler. Evil is Stalin. Evil is Pol Pot. Evil is...Dr. Evil. That's somewhat definitional. Google is not evil. Now you have to make some sense of the term to understand these concepts, now...perhaps that phrase was intended in a sort of, ""Let's not be a greasy corporation"" sense. Even by that standard, Google is not evil, Google is great. Google brings information and empowerment to the masses in ways we couldn't have imagined just a few years ago. Try it now. Think about how you would you have found out information just a few years ago. It's a little hard to remember for oldsters like me, but it was very hard. Today it's much easier. Now there are lots of complaints about Google. Holders of copyrights, say Google's making use of my copyrights and my property and da- da. In fact Google's making that material more available and more valuable for copyright holders. Holders of trademarks complain precisely because Google is using trademarks in an appropriate way, in Ad Sense, allowing providers to compare their products with other products, bringing consumers lower prices, better products... This is good, this is not evil. Now surely Google should avoid censorship. And one of the toughest areas is the question of censorship. But the Chinese people are better off, with Google in China, slow-wokking their cooperation with the Chinese government, than having no Google in China, and leaving China to Baidu, and whatever local information sources are fully government-approved. On the question of privacy it's true, that Gmail, Basic Search, Maps, Street View, all of these things, challenge privacy. All of these things are challenges to privacy, but no more than any other apps that are available similarly. This is not a case that Google is evil, perhaps it's a case that the Internet is evil. But I don't think anybody here thinks of the Internet as truly evil. Now, some say that Google's monopoly on search, gives it so much power that this is inherently, somehow evil. Well, Google has a sizable percentage of the search market. I think that's an admission I can make. But Google is a big company, that's part of an information big bang, that's far bigger. Google cannot control us finding out about things. Google cannot prevent criticisms of Google being made. Google's a big player, but the market is much, much bigger than Google. There's a more concerning evil, that I want to point you to, and I know none of you indulge this. But some people, who have problems with the way products and services are delivered, do nothing but complain. That's the evil of apathy. If my colleagues at the far end of the table wish to characterize Google as evil, they should foreswear the use of Google products, and find the other products, which there are, and use those instead. Google's not evil. In fact... Google's not evil, Google's Evel Knievel. Google's high-flying...Google makes some mistakes. But Google is an American success story. Let me urge you once again, to vote no on the proposition. Thank you.",-1
Google Violates its Don't Be Evil Motto,24367,0,24373,6,John Donvan,mod,"{'laughter': [[0, 47]]}","Thank you, Jim Harper. Arguing next for the motion, Harry Lewis, a professor of computer science in the School of Engineering and Applied Sciences at Harvard University, who has something to disclose... Though he's arguing this side of the motion, his daughter is actually a Google employee. Harry Lewis.",-1
Google Violates its Don't Be Evil Motto,24367,0,24374,7,Harry Lewis,for,"{'applause': [[0, 2], [5, 156]], 'warningtone': [[5, 20]]}","Thank you. Thank you all for being here tonight, what a great audience, I have a very simple way of stating my case for the motion. And it's a conclusion that's based on some facts, facts are good, so here are a few facts. If you Google ""Tibetan independence,"" you'll get back pointers to some sites, that advocate the freedom of Tibet from Chinese rule. Tibet.org, Friends of Tibet.org, sites associated with the Dalai Lama, and others. You'll also get back some sites, that advocate against the freedom of Tibet from Chinese rule. That's if you go home tonight, and use the version of Google that you have available to you in this country. But if you do it inside China, you won't get references to Tibet.org, or Friends of Tibet.org, except perhaps, for references, to sites explaining that those are illegal and banned organizations. Or Epic Times, Epic Times is a Chinese newspaper, an uncensored Chinese newspaper. You can find it on the Internet, just Google Epic Times. But try to do that in China, and you will not find your way to Epic Times. Same thing with human rights if you Google that, or various spiritual practices. The world looks very different through the window that Google provides, in China, than through the window on the world that you have available to yourselves here. In fact, it's not the picture window on the world, it's a distorted lens that has been built, custom-built by Google to Chinese specifications. Now how did that happen. Google is the company, whose mission is to organize the world's information, and to make it universally accessible and useful. How did it come to be in the business of creating the distorting lens, rather than the picture window on the world. Well, in 2004, Google was entering the international market, it wanted to be the number-one search engine in the world, it started to do business in China. And the Chinese said, we don't want you to show our citizens the world as it really is, with all of its complexities, and its contradictions, and its inconsistent sources of information. We want the Chinese citizens to know the world the way we want them to know the world. And, Google said, okay, we'll give them that world instead of the world as it really is. Their choice was, to accept the Chinese ultimatum, or to go home. They could've gone home, they didn't, they stayed, and built the engine as the Chinese wanted it. Now it's a wonderful product. I agree with everything that's been said about what a wonderful product it is and what a wonderful company it is. But here it's been turned from a wonderful product, that we know, into an instrument of thought control. Now some may weakly claim that it's doing more good than harm... that the Chinese people are better off getting partial information via the Google search window than getting no information at all. That's nonsense, there are other search warrants, through which you can get the censored truth, if that's what you want people to provide. Google didn't choose the lesser of two evils when faced with the Chinese ultimatum; it chose the more profitable of the two evils. And for that reason, you should vote for the proposition, that Google is violating its ""Don't be evil"" motto. They had a simple choice that was put before them. I stopped a street vendor here in New York last week, who was selling Tibetan jewelry, he's a Tibetan. And I said, I'm gonna debate this issue. What do you think the answer is, I don't have to explain it to him, he knew exactly that Google works differently inside China, than it does here. And here is what he said-he said, Google had a choice between morality and money, and it chose money. That's why Google is violating its ‘Don't be evil' motto. It's a company that does many good works. It's true that Google as a whole is not evil, I'll grant that, but that's not the question before us. If the question before us was, Google is evil, that's what the question would be. That isn't the question, the question is, does it violate what it claims not to do-not being evil. A good indicator that you're doing something wrong is that the Congress hauls your executives, in front of them, and yells at you. And Congress has gotten into the habit of doing this several times. Most recently in May. Senator Richard Durbin confronted Google executives on this censorship question, and said, ""When you're asked to be complicit in restricting the flow of information, aren't your hands a little dirty at the end of the day if you participate in that."" There is legislation under consideration, to prohibit exactly what Google is doing. Now to be sure, Google is in the business to make money, if it doesn't sell advertising anywhere, then it's not going to make money, but it's making plenty of money. And it would have been such a statement, to the international world about the importance of, of information freedom. My friends, you are here tonight, because you value the robust debate of conflicting ideas. You value facts, you believe the truth is revealed, through this kind of debate and conflict. You should-you must vote for this proposition, if you support the idea that creating censorship tools is a form of evil. Finally, just let me close with one analogy. Suppose Google were not a search engine company, but a pharmaceutical company. And it was told by the Chinese government that it could sell aspirin in China, only if it also made certain forms of brainwashing drugs and thought control medications. And that was the condition on which it could sell aspirin in China. No responsible American company would make that deal with the Chinese authorities, and that is exactly what Google is doing in the digital realm. So, please vote for the motion, ""Google Violates its ‘Don't Do Evil' Motto"", because they do. Thank you. Uh, not my daughter-",-1
Google Violates its Don't Be Evil Motto,24367,0,24375,8,John Donvan,mod,{},But not your daughter.,-1
Google Violates its Don't Be Evil Motto,24367,0,24376,9,Harry Lewis,for,{},"Uh, not my daughter-",-1
