title,conversation_id,phase,utterance_id,utterance_index,utterance_speaker,role,nontext,utterance_text,segment
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19956,0,John Donvan,mod,"{'applause': [[0, 12], [0, 107]]}","I'd like to welcome our panelists to the stage. Round of applause. I'll introduce them in a moment but first I want to introduce the man who has made Intelligence Squared U.S. possible: Mr. Robert Rosenkranz. The Rosenkranz Foundation; he started this four years ago in New York with the purpose of raising the public discourse in New York City. We are a force to be reckoned with there. This is our first foray outside and we are so pleased to be in the nation's capital and so pleased to see so many of you. So I would like to first of all, to welcome Robert Rosenkranz.",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19957,1,Robert Rosenkranz,host,"{'laughter': [[1, 215]], 'applause': [[3, 10]]}","My role in these proceedings is to frame the debate, to outline why we think the topic is important and why we feel they're intellectually respectable arguments on both sides. So, in late 2009, computer operators in China gained access to Google's computer network and obtained information about Chinese dissidents and about some of Google's intellectual crown jewels including their development plans and they're passwords and stuff. Chinese military strategy emphasizes cyber espionage to obtain our military and technological know-how. In the event of major conflict, they strive for the capacity to attack our home front, not by conventional arms but by disabling the vulnerable civilian computer systems that are essential to run our power systems, our telecommunications grids and our financial system. And China by and large, has a huge interest in our success. In contrast, terrorist groups have powerful motives to destroy our domestic infrastructure, particularly if they can do so without a physical presence in the United States, why wouldn't they. So the extraordinary complexity of our computer systems with their hundreds of millions of lines of code, make them very hard to defend. The attacker needs to find only one weakness and the defender needs to find them all. And then advance. That's why so many of our military's best strategic thinkers consider cyber attacks our single biggest threat. So what's the argument in favor of tonight's motion? Simply put, describing a worst-case does not make that case likely. It may seem a sensible precaution to defend against a dire outcome, but first one needs to assess both risks and costs. Apropos risks: How plausible is it that the Chinese or any other nation would attack our civilian computer infrastructure, even if they had the capacity to do so? By targeting civilians, might their military commanders risk committing war crimes? Wouldn't their strategists assume that we have the capacity to respond in kind? And how plausible is it that terrorists who can barely talk to each other on cell phones are capable of a serious cyber attack? And apropos costs: Consider the potential for the dead hand of government bureaucracy to stifle an invasion or to infringe our privacy. Do we really want to give the folks responsible for airport security greater powers of surveillance? Is cyber war a threat that we're not taking seriously enough? Or is it one we have exaggerated? It's a very important question for our nation, and we've assembled an extraordinary panel of experts to help you decide. Before we begin, though, I want to say a word of thanks to WAMU in D.C. that's promoted this debate very, very heavily and is maybe responsible for a lot of you who are here tonight. And-- but particularly, I'd like to introduce Jeff Ganek, the CEO of Neustar, which made this evening possible. And I hope you'll join me in applauding Neustar's generosity.",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19958,2,audience,unknown,{},"Thanks, Robert, and thanks to Intelligence Squared for taking this show on the road. We at Neustar are delighted to have coaxed Intelligence Squared away from home in New York for the first time ever, bringing it here to Washington, D.C. Clearly, just the packed house here tonight shows that there's a true hunger for intelligent and civil discourse that's Intelligence Squared's hallmark. There's much the nation's capital can learn from Intelligence Squared, and we're excited for this evening to get started. This is a timely topic, so I won't take up any more time. Instead, I turn the stage over to John Donvan, and our distinguished panelists.",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19959,3,John Donvan,mod,"{'applause': [[0, 13], [2, 22]]}","Can I invite one more round of applause for both Robert and Jeff? Welcome, everyone, to another debate from Intelligence Squared U.S. I'm John Donvan of ABC News, and once again it is my pleasure and my honor to serve as moderator, as the four debaters you see sharing the stage with me here at the Newseum, and it's our first debate outside of New York City. Four debaters, two against two, will be debating this motion: ""The cyber war threat has been grossly exaggerated."" Now, you in the audience have a special role, and I just want to divert very briefly while I talk about that. We've already mentioned that WAMU is a partner in this evening, and they obviously did a very, very good job in bringing all of you out here on this evening. And we are aware of the fact that Conan O'Brien who's doing his 30-city tour, this is his night in Washington, and we are aware of the fact that James Taylor and Carole King-- that doesn't happen very often-- they're singing together four blocks away. And mostly, we are aware of the fact that at National's Stadium, Steve Strasburg is taking the mound for the first time. So, the fact that all of you are here for a security policy discussion, debate in really, anywhere else but Washington, D.C.-- the words ""wonk fest"" will not escape my lips, but I do want to congratulate all of you for being here. And here is the reason. This is a debate. It is a contest. There will be winners and losers, and you, our audience, have a special role. You are the judges. By the time the debate has ended, you will have been asked to vote twice: once before and once again after the debate. And the team that has changed the most of your minds on this motion will be declared our winner. Let's go to the first vote now. To the right of your seats, there is a keypad. If you agree with our motion, ""The cyber war threat has been grossly exaggerated,"" if you agree, push number one. If you disagree, or if you're with the side that is arguing against, you push number two. And if you're undecided, push number three. All right, looks like from everybody's faces that we have passed that test. So we'll have the results in a short while. We'll share with you what the opening, what the preliminary vote is, after it's tabulated. And then once again at the end, we'll go to the second vote and that's how we'll choose our winner. So onto round one: opening statements by each debater in turn. Seven minutes each. Marc, you can make your way to your lectern. I'd like to introduce arguing for the motion, that the cyber war threat has been grossly exaggerated, Marc Rotenberg who is executive director of the Electronic Privacy Information Center. He has been, since before most of us were familiar with the Internet, a fierce advocate for our privacy. In fact, he has taken on internet behemoth Google, filing Federal Trade Commission complaints against Google on the grounds of possibly violating privacy. That's the kind of man he is; those are his issues; I'd like to introduce Marc Rotenberg, but I'm curious to know, do we need to worry more about China or you, if we're Google?",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19960,4,Marc Rotenberg,for,"{'applause': [[3, 81]]}","Thank you so much John, and thank you all for being here tonight. I wanted to begin also by thanking Intelligence Squared and the Rosenkranz Foundation and Neustar for hosting this event. This is an important issue; this is one of those issues that's being discussed here in Washington, in Congress and the White House and your views, your assessment of want the country should do with regard to the threat of cyber warfare is very important and we thank you for being here tonight. We're going to ask you tonight to consider the proposition of whether the threat of cyber war has been grossly exaggerated. Keep in mind the statement of the proposition. We're not talking about cyber attack, cyber concerns, cyber worry, or not being able to boot up your email. This is a debate about cyber war and how serious that threat is. I'd like to share with you a few statements that I uncovered as I was preparing for this debate. One of the leading experts on cyber war said, ""Digital Pearl Harbors are happening every day."" The person who has been named to head the U.S. cyber command, the current director of the National Security Agency said ""U.S. military networks are seeing hundreds of thousands of probes a day."" And one of our opponents in the debate tonight has compared the threat of cyber warfare with nuclear war. Now Bruce and I are going to try to explain to you why it is that we believe that these statements overstate the problem. We are certainly aware of the full range of risks to the Internet and there are many different actors out there. Some of them with criminal intent, some of them are spies; some of them are just curious. We used to call them hackers in the good ole days. All of them pose various types of threat to the Internet as we know it, but if we reduce all of these threats to the catch-all of cyber war, I am concerned that it will take our country in a direction that we will very much regret. But tonight we are not only going to try to persuade you that the threat of cyber war has in fact been grossly exaggerated, we are going to try to explain to you why this has happened. In fact, what you are hearing now about the threat of cyber war is part of a long running campaign here in Washington to move control of the Internet, the technical standards and the openness that we have enjoyed away from its current model to one that would give the intelligence community and the National Security Agency much greater authority to decide what people may or may not do on the Internet. And that effort has been underway long before the stories that you will hear tonight about Russian hackers and Chinese plans to take over the Internet and even attacks launched from North Korea. Back in the 1970s, the NSA worried about the public availability of encryption; the key security standard that today makes possible the routine transactions you engage in when you buy a book on Amazon or download a song from iTunes. NSA didn't want that encryption technology widely available, and they fought against it. Fortunately, computer researchers pressed on, and encryption became widely available and provided a key technique to make possible secure online transactions. But then, in the 1980s, along came John Poindexter who would later come up with Total Information Awareness, and he worried about unsecured private computer networks-- does any of this sound familiar-- back in 1984. And he wanted the National Security Agency to be responsible for computer security in the United States. Fortunately, the Congress didn't like that idea. They pressed back on Mr. Poindexter and the White House, and we established open standards to safeguard network security, but this is not the end of the story. Because then again in the early 1990s, as encryption was becoming more widely available and the NSA worried that they could not intercept private communications, they said to Internet users and American business, ""You have to use a new technology that we've developed, called Clipper, the escrow key encryption standard. Anytime you want to send a private e-mail, we need a copy of that key that you used to encrypt your communication because we want to be able to know what is contained in your private messages."" And again, Congress pushed back and Internet users pushed back, and the Clipper chip proposal put forward by the NSA in the early 1990s was rejected. The story continues. After 9-11, NSA was there again arguing for control of the Internet to try to protect our nation against terror attacks. Now, don't misunderstand our argument tonight. We are aware of these threats, and we are not going to try to persuade you that there are not threats out there that are serious and real and that we should ignore. That is not our argument. Our argument is that we have to be very careful about allowing a single, secret, unaccountable government agency, which has been fighting for 25 years to take control of Internet security, to become the dominant authority for the Internet, which is what will happen if you accept the proposition that the threat of cyber war has not been grossly exaggerated. So, we urge you this evening not only to side with our side, to agree that this threat has been exaggerated, but also to understand why it has been exaggerated. There are agencies in Washington that want very much to know what's in your e-mail. They want to know when you log online. They want to be able to build big databases and detect patters. And this is the threat that Bruce and I will try to respond to. Thank you.",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19961,5,John Donvan,mod,"{'applause': [[0, 4]]}","Thank you, Marc Rotenberg. Our motion is, ""The cyber war threat has been grossly exaggerated,"" and first up to argue against the motion, I'd like to introduce Mike McConnell. Now, speaking about experience, not only was he a vice admiral in the Navy where he did a significant amount of intelligence work, he went on to become former director of national intelligence, making him the nation's top intelligence officer. Also in his career, he was director of the National Security Agency. Mike, does it get more inside than that?",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19962,6,Mike McConnell,against,"{'laughter': [[0, 7]]}","Well, a few things, not too many.",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19963,7,John Donvan,mod,{},But nothing you're going to share tonight.,-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19964,8,Mike McConnell,against,{},"Well, actually I am going to share a little bit of a story that--",-1
The Cyber War Threat Has Been Grossly Exaggerated,19956,0,19965,9,John Donvan,mod,{},Terrific.,-1
