title,conversation_id,phase,utterance_id,utterance_index,utterance_speaker,role,nontext,utterance_text,segment
Obesity Is The Government's Business,16966,0,16966,0,John Donvan,mod,"{'laughter': [[0, 82]], 'applause': [[0, 118]]}","Throughout the evening, because we're broadcasting for radio, I'll be doing a number of formal repetitions of particular phrases that's might become tiresome to you. But just so you know, I'll be telling you again and again what my name is, for example, when we come back from breaks and in a couple situations I may ask you to break spontaneously into applause to come back from a break. So you'll know that it's spontaneous because I've told you to do so. I would like to introduce with great respect and appreciation the founder of Intelligence Squared U.S. who has made all of this possible and who will be framing the debate for us tonight, Mr. Robert Rosenkranz.",-1
Obesity Is The Government's Business,16966,0,16967,1,Robert Rosenkranz,host,{},"Well, thank you very much, and thank you for joining us this evening. Now, I have a day job, and it's running an insurance company. We cover some 8 percent of the U.S. work force for long-term disability and serious workplace injuries. So we see, first hand, that obesity is a major factor in driving claims costs, particularly those related to serious traumatic injuries. The most obese have substantially higher incident rates of diabetes and chronic heart disease as well. But does this necessarily mean that lower weight produces better health outcomes for everyone? Do the moderately overweight need to go on crash diets or otherwise modify their eating habits? When the government defines terms like ""overweight"" and ""obese,"" do those particular weight levels have any demonstrable connection with health outcomes? The first lady has made childhood obesity her signature issue. But interestingly, the administration does not want to join the debate tonight. We're disappointed that the current surgeon general was required to withdraw from the debate, but delighted that her predecessor, David Satcher is with us. He was actually the first to sound the alarm over obesity. So this brings me to the crux of tonight's debate. If obesity is indeed a serious public health issue, what, if anything, should the government do about it? Well, at a minimum, it can stop doing harm. Farm subsidies are targeted at producers of corn syrup and beef, for example, but not at producers of fruits and vegetables. School lunch programs are festooned with regulations that fly in the face of nutritional common sense. Aside from its sins of commission, can the government actively make things better? Should we embrace ideas from Britain to treat parents of obese children as abusive or neglectful and then haul them into court? Do calorie disclosures and requirements for healthy menu choices really change eating habits? Indeed, are there any government obesity programs that in fact produce measurable health benefits in a cost effective way? As usual, the issues tonight are complex. Fortunately, we have some outstanding panelists to shed light on them. And it's my pleasure to turn the evening over to them and to our moderator, John Donvan. Thank you.",-1
Obesity Is The Government's Business,16966,0,16968,2,John Donvan,mod,"{'applause': [[0, 18]]}","Thank you. Thank you. And I'd just like to invite one more round of applause for Robert Rosenkranz. Yes or no to this statement: Obesity is the government's business. We all eat, but do we do it wisely and well? Well, obviously not. So who is supposed to fix that? Well, that's what we're going to have out here tonight. This is another debate from Intelligence Squared U.S. I'm John Donvan. We have four superbly qualified debaters, two teams of two, who are ready to get started. We'll have three rounds of debate, and then the audience will vote to choose the winner, and only one side wins. And as we go into it and meet our debaters, ponder this thought: At one point in our history, the surgeon of the general of the United States raised the alarm about the number of Americans who were underweight. That was Dr. Hugh Cumming. He was the sixth surgeon general, and it was 1925. And he certainly thought it was the government's business that Americans were getting too few calories. So what happened? How did we get to this world where Americans are getting too many calories? Our motion is, ""Obesity is the government's business."" And arguing for this motion, I'd like to introduce this team first, first Dr. David Satcher, who is the 16th surgeon general of the United States. And Dr. Satcher, you were the first to raise the alarm in 2001 about the obesity epidemic. And I want to just ask you very briefly, at that point, did you see us reaching this point where the numbers are where they are today?",-1
Obesity Is The Government's Business,16966,0,16969,3,Dr. David Satcher,for,{},"Well, it was sort of a surprise when we saw what had happened over a 20-year period and the direction that we were going in terms of increasing obesity. So we didn't know how long it would take to begin to turn what we call the epidemic around.",-1
Obesity Is The Government's Business,16966,0,16970,4,John Donvan,mod,{},"Thank you, Dr. David Satcher. And your teammate, Dr. Pamela Peeke, you started out life as a critical care doctor, and then you went back to school to learn nutrition. Motivated by what?",-1
Obesity Is The Government's Business,16966,0,16971,5,Dr. Pamela Peeke,for,{},"I became a Pew Foundation scholar in nutrition and metabolism because in medical school, I learned nothing. I didn't have a minute of nutrition taught to me. Yet here I was in the critical care unit where people-- where people's lives were at stake. I had to keep them alive with food. And I was the most clueless person of all. I went back to school.",-1
Obesity Is The Government's Business,16966,0,16972,6,John Donvan,mod,"{'applause': [[0, 11]]}","Thank you. And welcome to our team arguing for the motion. Our team arguing against the motion that obesity is the government's business includes Paul Campos. He is a modern-day version of the Renaissance man. He is a Shakespeare scholar, a law professor. He's at the University of Colorado as well as a practicing attorney in certain times. But you're here because of a book you wrote called, ""The Obesity Myth"" in the mid-2000s, which was motivated, you've said before, by an interesting confluence of events, the Monica Lewinsky scandal and the use of the word zaftig in the public culture to describe her, all of which led you into a new field. How?",-1
Obesity Is The Government's Business,16966,0,16973,7,Paul Campos,against,"{'laughter': [[1, 74]]}","Yeah, I was a-- sounds improbable, but I was a-- I was doing a conference on the Clinton impeachment when it was taking place, and a speaker dropped out on me, and I had to fill in the gap in the program. And so I was looking at the media coverage of the Clinton impeachment to see if there was something interesting to say about it. And I did a lexis search, and I found that there were more than 100 news stories that used the phrase ""Monica Lewinsky"" and the word ""zaftig."" And I was very struck by that, because, of course, as I have discovered in talking about this over the years, the vast majority of Americans don't know what zaftig means. This audience probably has a relatively high percentage of people who know what that word means. But most Americans don't. And yet Monica Lewinsky was being identified as both fat and Jewish, which I thought was kind of interesting by the use of that word. And so I started looking at the weight that-- the role that weight obsessionalism played in the Clinton impeachment. And here we are today.",-1
Obesity Is The Government's Business,16966,0,16974,8,John Donvan,mod,{},"Thank you. And your-- your teammate, John Stossel, John Stossel, well known as a journalist, a gadfly, a libertarian, a contrarian and omnivore, I presume.",-1
Obesity Is The Government's Business,16966,0,16975,9,John Stossel,against,"{'laughter': [[0, 4]]}","A what? Yes, yes. Omna.",-1
