title,conversation_id,phase,utterance_id,utterance_index,utterance_speaker,role,nontext,utterance_text,segment
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15975,0,John Donvan,mod,"{'applause': [[0, 41]]}","And Intelligence Squared only exists because of the foundation, the Rosenkranz Foundation which is making all of this possible. And I would like to introduce, to set the stage for the debate, the chairman of the Rosenkranz Foundation, Mr. Robert Rosenkranz.",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15976,1,Robert Rosenkranz,host,{},"Thank you very much. My role in these proceedings is to frame the debate. And tonight's concerns, obviously, Obama's jobs plan. Congress should approve Obama's jobs plan piece by piece, since the whole thing is no longer at issue in the Senate. The U.S. economy is cruelly stagnating. Unemployment is stubbornly above nine percent. And we risk a serious contraction if Europe fails to deal effectively with its own debt crisis. While we do need to address the federal government's fiscal position in the medium term, the short term need is for government to encourage jobs creation. President Obama's plan does target the short term, specifically fiscal 2012, with a variety of measures. These include an extension of the payroll tax holiday for employers which is currently in effect. This is Economics 101. By decreasing the cost of labor, the payroll tax holiday encourages business to do more hiring. Another element of the plan is infrastructure spending, putting construction labor back to work for needed improvements to our roads, bridges, airports and the like. The plan will create 1.9 million jobs next year and add nearly two percent to national output. Where is a counter argument? It's that the proposal simply repeats the failed policies of the past, naively hoping for a different result this time. At nearly half a trillion dollars, the plan adds around 40 percent to the already staggering trillion dollar deficit projected for next year. Even accepting administration claims at face value, it amounts to nearly a quarter of a million dollars in deficit spending to put a single worker in a job for one year. Moreover, it's arguable that the extra jobs will not materialize at all because the bill is rife with regulatory provisions that favor unions and discourage employers. Both sides of the debate will acknowledge that for the economy to grow, consumers must have the confidence to spend, and businesses must have the confidence to invest and to hire. Will the passage of President Obama's proposals restore confidence that our government is capable of decisive action and is doing the right thing to jump start the economy? Or will it destroy confidence by portending higher deficits, higher taxes, higher inflation and a bigger regulatory burden in the years ahead. The decision is yours. And we've assembled here an extraordinary panel of experts to help you decide. It's my privilege to turn the evening over to them and to our moderator, John Donvan.",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15977,2,John Donvan,mod,"{'applauseand': [[1, 135]], 'applause': [[0, 2], [0, 22], [1, 80], [1, 98], [1, 158]]}","Thank you. Thank you. And I'd just like to invite one more round of applause to Robert Rosenkranz for making this possible. True or false, Congress should pass Obama's jobs plan piece by piece? That's what we're here to debate, another verbal joust from Intelligence Squared U.S. I'm John Donvan of ABC News. We're at the Skirball Center for the Performing Arts at New York University. Congress should pass Obama's jobs plan piece by piece. Two teams will argue that proposition from opposite sides, one for it and one against it. And only one team will win. And you, our audience here at the Skirball Center, a packed house, will decide the winner. Let's meet our debaters. Arguing for this motion that Congress should pass the jobs plan piece by piece, a former economic advisor to President Obama and a professor at Princeton University, Cecilia Rouse. Her partner is one of the nation's most prominent economic forecasters, chief economist of Moody's analytics, Mark Zandi. Putting the ""Not"" in the proposition, Congress should not pass Obama's jobs plan piece by piece, this team includes an influential thinker in legal academia, a professor here at New York University's school of law, Richard Epstein. his partner is a libertarian economist who focuses on tax reform and policy. He's a senior fellow at the Cato Institute, Daniel Mitchell. Now, this is the debate. One side will win, and one side will lose. And you, our live audience, will pick the winners. By the time the debate has ended, you will have been asked to vote twice, once before the debate and once again afterwards. And the team that has changed the most minds will be declared the winner. So let's now establish the baseline. We're going to go to the preliminary vote. If you go to those key pads at your seat, the way that it works, there are a lot of buttons on it. Pay attention to numbers one, two and three. If you agree at this point with this motion that Congress should pass Obama's jobs plan piece by piece, push number one. If you are against this motion, push number two. And if you are undecided, push number three. You can ignore the other keys. And if you feel that you made an error, just correct it, and the system will lock in the last vote. So as the end of the debate, we will reveal this number that we're registering now and the second number. And by that, you will pick our winner. Okay. So we go in three rounds. And round one, opening statements by each debater in turn. Our motion is, ""Congress should pass Obama's jobs plan piece by piece."" And here to argue for that motion, Mark Zandi. He is chief economist of Moody's Analytics where he directs research and consulting. He is cofounder of economy.com and the author of the book ""Financial Shock."" He is also interestingly enough, Mark, I notice that on the White House blog where they are defending this plan, they cite, when they talk about independent points of view, Mark Zandi.",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15978,3,Mark Zandi,for,{},"Well, I must be right then.",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15979,4,John Donvan,mod,{},"Well, it would be very interesting to see you agree with yourself tonight. Ladies and gentlemen, Mark Zandi.",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15980,5,Mark Zandi,for,"{'laughter': [[1, 131]], 'applause': [[0, 2]]}","Thank you. Thank you, John, thank you Intelligence Squared for the opportunity to be here. And it is certainly an honor to be here with such a thoughtful group of individuals. It's an honor to be here. I'm going to make four points in my opening remarks. Point number one is that I think there are a number of different reasons for why the Obama jobs plan should be passed. I'm not going to go through all of them. Cece's going to go through some of her reasoning. But for me the key thing is we need to avoid going back into a recession. And the jobs plan is instrumental in ensuring that we don't. The economy is obviously struggling. This is very obvious by looking at the job market. If you take a look at the jobs data over the last few months, we've been getting job growth that's close to 75,000 per month on average. Just for context, we need almost double that to maintain a stable rate of unemployment. And unemployment is already 9.1 percent and thus threatens to higher. This is a rather dramatic reversal of fortune from where we were at the start of the year. I mean, it's hard to remember back, but just think about January, February, March, April. We were creating a couple hundred thousand jobs per month. And I was quite optimistic about the economy's prospects. But we got nailed by a number of what I call unfortunate events. In fact, John, I say they're unpredictable, largely because I didn't predict them. Higher energy prices due in part to the Arab Spring and the Libyan conflict, and even with the declining energy prices more recently, we're going to spend about a hundred, 125 billion more on gasoline this year than last. And by the way, that's roughly equal to the payroll tax holiday that we got this year. So we literally took our tax cut, and we put it into our gas tank. It didn't provide the juice that we were hoping for, but I think it forced all the recession, very helpful. The Japanese quake, very hard on manufacturing, which has been a key source of growth. But I think the key thing that did us in this year was a series of what I consider very egregious policy errors. Most obvious being the spectacle over the debt ceiling debate. I think that just completely eviscerated confidence, undermined sentiment. It's not that people are pulling back yet. It's not that businesses are increasing their layoffs. But they certainly have stopped hiring, and that's why we're in the predicament that we're in. I do think that if policy makers do nothing, just sit on their hands and do nothing, the odds of recession are very serious. In fact, I think they're better than even. Because in current policy, under current law, there is significant fiscal restraint, meaning that given some of the tax cuts that expire, given some of the spending increases that fade away, a federal fiscal policy will cut 1.7 percentage points from GDP growth. GDP is the value of all the things that we produce. They'll cut 1.7 percentage points from GDP growth next year, and if you throw in the cuts at state and local government, it's almost a couple percentage points. The good economy, a solid economy that's growing strongly would have trouble digesting that kind of restraint. A weak economy, the economy that we're in today, I think would be pushed into recession. So we've got to make some policy changes to ensure that, that fiscal drag is less significant than it is currently. Point number two, I think the fiscal stimulus that has been implemented to date has been effective. I think it succeeded. The purpose of physical stimulus is not to provide a source of long term economic growth. It's about ending the recession. In fact, the Recovery Act-- this is the stimulus that most people are focused on, the $850 billion package that was implemented at the start of the Obama administration, succeeded in ending the great recession just-- a few days. The Recovery Act was passed in mid-late February '09. And by the way, in February '09 we lost 750,000 jobs. The economy was in freefall. By June the economy was growing again, GDP, again, the value of all the things that we produce was increasing, the recession was over by February 2010, one year later. We were creating jobs. And over the past year and a half since February 2010, we've created well over two million jobs. It's not good enough but in the-- I think the counterfactual is here-- here is a much more serious recession. In my view, we would've suffered a depression. The stimulus efforts were very successful in ending the great recession, jump starting an economic recovery. Third point-- did I tell you how many points I was going to make? Four. The third point-- just testing, making sure you're paying attention-- third point is that the Obama plan is pretty well structured, 450 billion over two years, 250 billion of which approximately are temporary tax cuts, another 200 billion in temporary spending increases. You know, not all of the pieces of the package are made equal. In my view, the most important element of the plan is the extension of the payroll tax holiday for workers. If we do not extend that, taxes for everyone will rise on January 1, 2012, and again, given this economy, that would be a very significant problem. There are elements of the plan that are really quite creative, some of which Cece has worked on with respect to providing incentives for employers to go out and hire people. There are reforms to the unemployment insurance system that I think has wide bipartisan support, and there's some really creative elements with respect to infrastructure spending and infrastructure banks to try to get private capital married with public money to go out and invest in our much depleted infrastructure, and the most important thing you should know, it is all paid for. This is not a deficit of finance. It will be paid for by-- at this point, the discussion is to have a tax surcharge on people who make a million dollars a year. Now, that's a negative. I don't like raising taxes on anybody, but I think that's a modest negative in the context of, again, not going back into recession. And finally, point number four, this is very important, the jobs bill is only one part of what policymakers need to do to get this economy on the right track. We also need long term economic policy, but we have-- Congress and the administrative have to follow through on the debt ceiling deal, and we need tax reform. So we need to reduce the tax expenditures in the tax code, make it fairer, less complex, and put our businesses on solid ground. So this is only the start of what we need to do. It's not the end. I want to thank you very much for your kind attention. We just can't go back into recession. Obama's job plan will ensure that we don't. Thank you.",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15981,6,audience,unknown,{},Four.,-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15982,7,Mark Zandi,for,"{'laughter--': [[0, 11]]}","Four. The third point-- just testing, making sure you're paying attention-- third point is that the Obama plan is pretty well structured, 450 billion over two years, 250 billion of which approximately are temporary tax cuts, another 200 billion in temporary spending increases. You know, not all of the pieces of the package are made equal. In my view, the most important element of the plan is the extension of the payroll tax holiday for workers. If we do not extend that, taxes for everyone will rise on January 1, 2012, and again, given this economy, that would be a very significant problem. There are elements of the plan that are really quite creative, some of which Cece has worked on with respect to providing incentives for employers to go out and hire people. There are reforms to the unemployment insurance system that I think has wide bipartisan support, and there's some really creative elements with respect to infrastructure spending and infrastructure banks to try to get private capital married with public money to go out and invest in our much depleted infrastructure, and the most important thing you should know, it is all paid for. This is not a deficit of finance. It will be paid for by-- at this point, the discussion is to have a tax surcharge on people who make a million dollars a year. Now, that's a negative. I don't like raising taxes on anybody, but I think that's a modest negative in the context of, again, not going back into recession. And finally, point number four, this is very important, the jobs bill is only one part of what policymakers need to do to get this economy on the right track. We also need long term economic policy, but we have-- Congress and the administrative have to follow through on the debt ceiling deal, and we need tax reform. So we need to reduce the tax expenditures in the tax code, make it fairer, less complex, and put our businesses on solid ground. So this is only the start of what we need to do. It's not the end. I want to thank you very much for your kind attention. We just can't go back into recession. Obama's job plan will ensure that we don't. Thank you.",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15983,8,John Donvan,mod,"{'applause': [[0, 4]]}","Thank you, Mark Zandi. Our motion is ""Congress should pass Obama's jobs plan piece by piece,"" and here to speak first against the motion, Daniel Mitchell. He is a senior fellow at the Cato Institute where he focuses on tax reform and supplied side tax policy. In his past, he was an economist for Senator Bob Packwood and the Senate Finance Committee. And, Dan, you do these videos online that I've seen where you explain economics to the masses. I want to compliment you on your delivery--",-1
Congress Should Pass Obama's Jobs Plan - Piece by Piece,15975,0,15984,9,Daniel Mitchell,against,{},Thank you.,-1
